incident_id,incident_date,incident_time,district,station,lat,longitude,crime_type,mo_tags,weapon_used,offender_id,victim_demographic,socio_economic_index,status,severity,fir_text,evidence_ids
INC-00165,2024-05-26,05:57:46,HUBBALLI_DHARWAD,Vidyanagar PS,15.37223050553204,75.10719873848885,ASSAULT,"[""assault"", ""personal_enmity"", ""house_trespass""]",None,OFF-002,Complainant 35yo Male,0.7885678280190359,RESOLVED,HIGH,"First Information Report: The complainant reports that on 2024-05-26 at 05:57:46, an incident of assault occurred near Vidyanagar PS. Assault of victim over property dispute at Vidyanagar. Suspect entered using assault, personal_enmity, house_trespass.","[""EVID-001"", ""EVID-002""]"
INC-00166,2024-03-29,06:50:24,BENGALURU_CITY,Indiranagar PS,12.973281097989148,77.62740731580391,FRAUD,"[""forgery"", ""registry"", ""land_grab""]",None,,Complainant 35yo Male,0.6818630385717841,INVESTIGATING,MEDIUM,"First Information Report: The complainant reports that on 2024-03-29 at 06:50:24, an incident of fraud occurred near Indiranagar PS. Fake government documents land registry scam at Indiranagar. Suspect entered using forgery, registry, land_grab.","[""EVID-001"", ""EVID-002""]"
INC-00167,2025-03-01,12:23:56,BELAGAVI,Market PS,15.86938803807092,74.50509920271776,ASSAULT,"[""brawl"", ""drunk"", ""late_night""]",None,,Complainant 35yo Male,0.8713857221204023,RESOLVED,HIGH,"First Information Report: The complainant reports that on 2025-03-01 at 12:23:56, an incident of assault occurred near Market PS. Violence outside commercial bar/restaurant at Market. Suspect entered using brawl, drunk, late_night.","[""EVID-001"", ""EVID-002""]"
INC-00168,2023-07-13,06:26:28,HUBBALLI_DHARWAD,Hubballi Town PS,15.346127181127947,75.12716668666486,CYBER,"[""phishing"", ""upi_fraud"", ""otp_swipe""]",None,,Complainant 35yo Male,0.13700441470610683,RESOLVED,LOW,"First Information Report: The complainant reports that on 2023-07-13 at 06:26:28, an incident of cyber occurred near Hubballi Town PS. Phishing bank scam via SMS links at Hubballi Town. Suspect entered using phishing, upi_fraud, otp_swipe.","[""EVID-001"", ""EVID-002""]"
INC-00169,2024-12-16,17:48:59,MYSURU,Mandi PS,12.326763876141618,76.63199817155129,ASSAULT,"[""assault"", ""personal_enmity"", ""house_trespass""]",None,OFF-003,Complainant 35yo Male,0.14673848571302772,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2024-12-16 at 17:48:59, an incident of assault occurred near Mandi PS. Assault of victim over property dispute at Mandi. Suspect entered using assault, personal_enmity, house_trespass.","[""EVID-001"", ""EVID-002""]"
INC-00170,2025-10-25,12:22:55,HUBBALLI_DHARWAD,Hubballi Town PS,15.358080707049215,75.13478766555777,THEFT,"[""shoplifting"", ""daytime"", ""bag_stuffing""]",None,,Complainant 35yo Male,0.7983842478640389,INVESTIGATING,MEDIUM,"First Information Report: The complainant reports that on 2025-10-25 at 12:22:55, an incident of theft occurred near Hubballi Town PS. Shoplifting electronics during peak business hours at Hubballi Town. Suspect entered using shoplifting, daytime, bag_stuffing.","[""EVID-001"", ""EVID-002""]"
INC-00171,2024-04-25,19:12:31,HUBBALLI_DHARWAD,Dharwad Suburban PS,15.459978258435044,75.00072951398013,THEFT,"[""burglary"", ""night"", ""grille_cut"", ""lock_break""]",Hacksaw/Tools,,Complainant 35yo Male,0.8143811825889621,PENDING,LOW,"First Information Report: The complainant reports that on 2024-04-25 at 19:12:31, an incident of theft occurred near Dharwad Suburban PS. House burglary at night at Dharwad Suburban. Suspect entered using burglary, night, grille_cut, lock_break.","[""EVID-001"", ""EVID-002""]"
INC-00172,2026-06-18,16:36:15,BELAGAVI,Camp PS,15.854359253856538,74.48578113464528,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,,Complainant 35yo Male,0.46831472180460965,PENDING,HIGH,"First Information Report: The complainant reports that on 2026-06-18 at 16:36:15, an incident of drugs occurred near Camp PS. Retail drug trade near local bus stand at Camp. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00173,2023-07-31,02:40:15,MANGALURU,Pandeshwar PS,12.871378277495198,74.83333696971843,ASSAULT,"[""brawl"", ""public"", ""weapons_altercation""]",None,,Complainant 35yo Male,0.7582321577669718,RESOLVED,MEDIUM,"First Information Report: The complainant reports that on 2023-07-31 at 02:40:15, an incident of assault occurred near Pandeshwar PS. Street fight near local bus stop at Pandeshwar. Suspect entered using brawl, public, weapons_altercation.","[""EVID-001"", ""EVID-002""]"
INC-00174,2025-10-01,02:29:15,BENGALURU_CITY,Vidhana Soudha PS,12.979307790537812,77.60342457270066,ASSAULT,"[""assault"", ""personal_enmity"", ""house_trespass""]",None,,Complainant 35yo Male,0.5257036081434316,PENDING,LOW,"First Information Report: The complainant reports that on 2025-10-01 at 02:29:15, an incident of assault occurred near Vidhana Soudha PS. Assault of victim over property dispute at Vidhana Soudha. Suspect entered using assault, personal_enmity, house_trespass.","[""EVID-001"", ""EVID-002""]"
INC-00175,2024-06-08,17:31:31,BENGALURU_CITY,Koramangala PS,12.948999300573044,77.62378472419715,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,,Complainant 35yo Male,0.10179227448910311,RESOLVED,HIGH,"First Information Report: The complainant reports that on 2024-06-08 at 17:31:31, an incident of drugs occurred near Koramangala PS. Retail drug trade near local bus stand at Koramangala. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00176,2024-12-08,09:53:38,MYSURU,Lashkar PS,12.326595433272102,76.64050203675362,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,,Complainant 35yo Male,0.693164857016676,PENDING,MEDIUM,"First Information Report: The complainant reports that on 2024-12-08 at 09:53:38, an incident of drugs occurred near Lashkar PS. Retail drug trade near local bus stand at Lashkar. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00177,2025-02-16,23:53:09,MANGALURU,Ullal PS,12.813843118799943,74.85084666081248,ASSAULT,"[""brawl"", ""public"", ""weapons_altercation""]",None,,Complainant 35yo Male,0.2655323289415834,PENDING,HIGH,"First Information Report: The complainant reports that on 2025-02-16 at 23:53:09, an incident of assault occurred near Ullal PS. Street fight near local bus stop at Ullal. Suspect entered using brawl, public, weapons_altercation.","[""EVID-001"", ""EVID-002""]"
INC-00178,2023-11-07,05:26:40,BENGALURU_CITY,Whitefield PS,12.964701291677427,77.73684360950601,CYBER,"[""job_fraud"", ""digital_payment"", ""remotely_auth""]",None,OFF-002,Complainant 35yo Male,0.2306060907612797,PENDING,HIGH,"First Information Report: The complainant reports that on 2023-11-07 at 05:26:40, an incident of cyber occurred near Whitefield PS. WhatsApp fake subsidy job offer scheme at Whitefield. Suspect entered using job_fraud, digital_payment, remotely_auth.","[""EVID-001"", ""EVID-002""]"
INC-00179,2024-07-10,15:12:40,BENGALURU_CITY,Vidhana Soudha PS,12.977542553819728,77.58620075714173,ASSAULT,"[""assault"", ""personal_enmity"", ""house_trespass""]",None,,Complainant 35yo Male,0.42147400964433845,RESOLVED,MEDIUM,"First Information Report: The complainant reports that on 2024-07-10 at 15:12:40, an incident of assault occurred near Vidhana Soudha PS. Assault of victim over property dispute at Vidhana Soudha. Suspect entered using assault, personal_enmity, house_trespass.","[""EVID-001"", ""EVID-002""]"
INC-00180,2023-07-22,19:25:03,HUBBALLI_DHARWAD,Hubballi Town PS,15.364412331639844,75.13904707627002,THEFT,"[""shoplifting"", ""daytime"", ""bag_stuffing""]",None,,Complainant 35yo Male,0.22451400070900185,PENDING,MEDIUM,"First Information Report: The complainant reports that on 2023-07-22 at 19:25:03, an incident of theft occurred near Hubballi Town PS. Shoplifting electronics during peak business hours at Hubballi Town. Suspect entered using shoplifting, daytime, bag_stuffing.","[""EVID-001"", ""EVID-002""]"
INC-00181,2025-10-26,12:50:27,BENGALURU_CITY,Koramangala PS,12.936945959652856,77.63449332400732,FRAUD,"[""forgery"", ""registry"", ""land_grab""]",None,,Complainant 35yo Male,0.11778823107576485,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2025-10-26 at 12:50:27, an incident of fraud occurred near Koramangala PS. Fake government documents land registry scam at Koramangala. Suspect entered using forgery, registry, land_grab.","[""EVID-001"", ""EVID-002""]"
INC-00182,2024-07-20,01:01:13,MYSURU,Mandi PS,12.323411517808722,76.65462104002376,FRAUD,"[""upi_spoof"", ""digital_cheating""]",None,,Complainant 35yo Male,0.3089735705171692,RESOLVED,HIGH,"First Information Report: The complainant reports that on 2024-07-20 at 01:01:13, an incident of fraud occurred near Mandi PS. Merchant duped using counterfeit UPI transaction screenshot at Mandi. Suspect entered using upi_spoof, digital_cheating.","[""EVID-001"", ""EVID-002""]"
INC-00183,2025-02-14,15:02:22,BELAGAVI,Camp PS,15.83859255169178,74.50275722224653,FRAUD,"[""forgery"", ""registry"", ""land_grab""]",None,,Complainant 35yo Male,0.15994853993186792,PENDING,LOW,"First Information Report: The complainant reports that on 2025-02-14 at 15:02:22, an incident of fraud occurred near Camp PS. Fake government documents land registry scam at Camp. Suspect entered using forgery, registry, land_grab.","[""EVID-001"", ""EVID-002""]"
INC-00184,2025-05-03,10:44:19,BENGALURU_CITY,Whitefield PS,12.98168212801176,77.76433875078357,FRAUD,"[""forgery"", ""registry"", ""land_grab""]",None,OFF-001,Complainant 35yo Male,0.4868735377246164,RESOLVED,HIGH,"First Information Report: The complainant reports that on 2025-05-03 at 10:44:19, an incident of fraud occurred near Whitefield PS. Fake government documents land registry scam at Whitefield. Suspect entered using forgery, registry, land_grab.","[""EVID-001"", ""EVID-002""]"
INC-00185,2024-04-27,03:40:06,HUBBALLI_DHARWAD,Dharwad Suburban PS,15.43517079858104,75.00701404237749,CYBER,"[""job_fraud"", ""digital_payment"", ""remotely_auth""]",None,,Complainant 35yo Male,0.46812338762616024,RESOLVED,MEDIUM,"First Information Report: The complainant reports that on 2024-04-27 at 03:40:06, an incident of cyber occurred near Dharwad Suburban PS. WhatsApp fake subsidy job offer scheme at Dharwad Suburban. Suspect entered using job_fraud, digital_payment, remotely_auth.","[""EVID-001"", ""EVID-002""]"
INC-00186,2026-06-23,22:21:23,BENGALURU_CITY,Koramangala PS,12.947075545689891,77.61065003086982,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,OFF-002,Complainant 35yo Male,0.8434221446065545,RESOLVED,MEDIUM,"First Information Report: The complainant reports that on 2026-06-23 at 22:21:23, an incident of drugs occurred near Koramangala PS. Retail drug trade near local bus stand at Koramangala. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00187,2024-08-05,04:50:36,MYSURU,Mandi PS,12.313968233339144,76.64541474852268,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,,Complainant 35yo Male,0.3503692063193331,INVESTIGATING,LOW,"First Information Report: The complainant reports that on 2024-08-05 at 04:50:36, an incident of drugs occurred near Mandi PS. Retail drug trade near local bus stand at Mandi. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00188,2024-09-20,21:30:41,BENGALURU_CITY,Cubbon Park PS,12.963629017809366,77.60659097510344,ASSAULT,"[""brawl"", ""public"", ""weapons_altercation""]",None,OFF-001,Complainant 35yo Male,0.18159032012547033,PENDING,MEDIUM,"First Information Report: The complainant reports that on 2024-09-20 at 21:30:41, an incident of assault occurred near Cubbon Park PS. Street fight near local bus stop at Cubbon Park. Suspect entered using brawl, public, weapons_altercation.","[""EVID-001"", ""EVID-002""]"
INC-00189,2024-10-10,16:24:52,BELAGAVI,Khade Bazar PS,15.849969979216155,74.51632708129964,ASSAULT,"[""brawl"", ""drunk"", ""late_night""]",None,,Complainant 35yo Male,0.6999417929281991,INVESTIGATING,LOW,"First Information Report: The complainant reports that on 2024-10-10 at 16:24:52, an incident of assault occurred near Khade Bazar PS. Violence outside commercial bar/restaurant at Khade Bazar. Suspect entered using brawl, drunk, late_night.","[""EVID-001"", ""EVID-002""]"
INC-00190,2024-11-04,12:26:36,BELAGAVI,Camp PS,15.825681826518556,74.50455221700886,ASSAULT,"[""assault"", ""personal_enmity"", ""house_trespass""]",None,,Complainant 35yo Male,0.1059470300313584,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2024-11-04 at 12:26:36, an incident of assault occurred near Camp PS. Assault of victim over property dispute at Camp. Suspect entered using assault, personal_enmity, house_trespass.","[""EVID-001"", ""EVID-002""]"
INC-00191,2023-09-11,11:03:13,HUBBALLI_DHARWAD,Hubballi Town PS,15.350973889973577,75.13245656625129,FRAUD,"[""upi_spoof"", ""digital_cheating""]",None,,Complainant 35yo Male,0.7188076676992231,PENDING,LOW,"First Information Report: The complainant reports that on 2023-09-11 at 11:03:13, an incident of fraud occurred near Hubballi Town PS. Merchant duped using counterfeit UPI transaction screenshot at Hubballi Town. Suspect entered using upi_spoof, digital_cheating.","[""EVID-001"", ""EVID-002""]"
INC-00192,2025-02-03,11:39:20,HUBBALLI_DHARWAD,Vidyanagar PS,15.36372840203669,75.13052852575682,FRAUD,"[""forgery"", ""registry"", ""land_grab""]",None,OFF-001,Complainant 35yo Male,0.8723918589541083,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2025-02-03 at 11:39:20, an incident of fraud occurred near Vidyanagar PS. Fake government documents land registry scam at Vidyanagar. Suspect entered using forgery, registry, land_grab.","[""EVID-001"", ""EVID-002""]"
INC-00193,2025-01-31,21:16:03,MANGALURU,Pandeshwar PS,12.86796286388574,74.82949394704484,ASSAULT,"[""assault"", ""personal_enmity"", ""house_trespass""]",None,,Complainant 35yo Male,0.1567807011646651,PENDING,LOW,"First Information Report: The complainant reports that on 2025-01-31 at 21:16:03, an incident of assault occurred near Pandeshwar PS. Assault of victim over property dispute at Pandeshwar. Suspect entered using assault, personal_enmity, house_trespass.","[""EVID-001"", ""EVID-002""]"
INC-00194,2025-06-02,09:47:15,BENGALURU_CITY,Indiranagar PS,12.98147129540088,77.63211666229707,FRAUD,"[""forgery"", ""registry"", ""land_grab""]",None,OFF-004,Complainant 35yo Male,0.7677730104078963,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2025-06-02 at 09:47:15, an incident of fraud occurred near Indiranagar PS. Fake government documents land registry scam at Indiranagar. Suspect entered using forgery, registry, land_grab.","[""EVID-001"", ""EVID-002""]"
INC-00195,2024-05-21,12:34:23,MYSURU,Mandi PS,12.333130370335887,76.6388089718997,THEFT,"[""chain_snatch"", ""two_suspects"", ""morning_walk""]",None,OFF-002,Complainant 35yo Male,0.7216528712752236,PENDING,HIGH,"First Information Report: The complainant reports that on 2024-05-21 at 12:34:23, an incident of theft occurred near Mandi PS. Chain snatching by bike-borne suspects at Mandi. Suspect entered using chain_snatch, two_suspects, morning_walk.","[""EVID-001"", ""EVID-002""]"
INC-00196,2026-04-12,17:22:25,HUBBALLI_DHARWAD,Dharwad Suburban PS,15.444430296468658,75.02126753502206,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,OFF-003,Complainant 35yo Male,0.6356801476949087,RESOLVED,LOW,"First Information Report: The complainant reports that on 2026-04-12 at 17:22:25, an incident of drugs occurred near Dharwad Suburban PS. Retail drug trade near local bus stand at Dharwad Suburban. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00197,2023-08-30,15:58:13,MANGALURU,Pandeshwar PS,12.872340689651407,74.84142773337632,DRUGS,"[""drug_peddling"", ""weed"", ""college_area""]",None,,Complainant 35yo Male,0.46518772879248715,RESOLVED,HIGH,"First Information Report: The complainant reports that on 2023-08-30 at 15:58:13, an incident of drugs occurred near Pandeshwar PS. Seizure of commercial cannabis near university campus at Pandeshwar. Suspect entered using drug_peddling, weed, college_area.","[""EVID-001"", ""EVID-002""]"
INC-00198,2024-10-26,16:04:02,BENGALURU_CITY,Koramangala PS,12.940278432834113,77.61808950048822,ASSAULT,"[""brawl"", ""public"", ""weapons_altercation""]",None,,Complainant 35yo Male,0.5669224479345453,PENDING,HIGH,"First Information Report: The complainant reports that on 2024-10-26 at 16:04:02, an incident of assault occurred near Koramangala PS. Street fight near local bus stop at Koramangala. Suspect entered using brawl, public, weapons_altercation.","[""EVID-001"", ""EVID-002""]"
INC-00199,2024-02-19,20:10:10,MYSURU,Mandi PS,12.313010446383915,76.6419884242407,DRUGS,"[""drug_peddling"", ""weed"", ""college_area""]",None,OFF-002,Complainant 35yo Male,0.6305344907559352,RESOLVED,HIGH,"First Information Report: The complainant reports that on 2024-02-19 at 20:10:10, an incident of drugs occurred near Mandi PS. Seizure of commercial cannabis near university campus at Mandi. Suspect entered using drug_peddling, weed, college_area.","[""EVID-001"", ""EVID-002""]"
INC-00200,2025-01-03,12:24:55,BENGALURU_CITY,Koramangala PS,12.93822415897599,77.61218894906023,FRAUD,"[""forgery"", ""registry"", ""land_grab""]",None,OFF-003,Complainant 35yo Male,0.7610302875519663,INVESTIGATING,MEDIUM,"First Information Report: The complainant reports that on 2025-01-03 at 12:24:55, an incident of fraud occurred near Koramangala PS. Fake government documents land registry scam at Koramangala. Suspect entered using forgery, registry, land_grab.","[""EVID-001"", ""EVID-002""]"
INC-00201,2024-09-29,05:20:08,MYSURU,Mandi PS,12.311861475043937,76.64502631394438,THEFT,"[""vehicle_theft"", ""parking"", ""handle_lock_break""]",None,,Complainant 35yo Male,0.33124034201520863,RESOLVED,MEDIUM,"First Information Report: The complainant reports that on 2024-09-29 at 05:20:08, an incident of theft occurred near Mandi PS. Stolen two-wheeler from transit station parking at Mandi. Suspect entered using vehicle_theft, parking, handle_lock_break.","[""EVID-001"", ""EVID-002""]"
INC-00202,2026-06-18,01:08:02,MYSURU,Lashkar PS,12.302062937669541,76.65016586871695,THEFT,"[""shoplifting"", ""daytime"", ""bag_stuffing""]",None,OFF-003,Complainant 35yo Male,0.1656059987834512,INVESTIGATING,MEDIUM,"First Information Report: The complainant reports that on 2026-06-18 at 01:08:02, an incident of theft occurred near Lashkar PS. Shoplifting electronics during peak business hours at Lashkar. Suspect entered using shoplifting, daytime, bag_stuffing.","[""EVID-001"", ""EVID-002""]"
INC-00203,2023-08-10,09:20:41,BELAGAVI,Khade Bazar PS,15.84609580981144,74.5043996534028,DRUGS,"[""drug_peddling"", ""weed"", ""college_area""]",None,,Complainant 35yo Male,0.3473587490404567,PENDING,MEDIUM,"First Information Report: The complainant reports that on 2023-08-10 at 09:20:41, an incident of drugs occurred near Khade Bazar PS. Seizure of commercial cannabis near university campus at Khade Bazar. Suspect entered using drug_peddling, weed, college_area.","[""EVID-001"", ""EVID-002""]"
INC-00204,2025-11-10,10:45:51,HUBBALLI_DHARWAD,Dharwad Suburban PS,15.430058320462804,75.00067622328574,ASSAULT,"[""assault"", ""personal_enmity"", ""house_trespass""]",None,,Complainant 35yo Male,0.4949192407876136,RESOLVED,MEDIUM,"First Information Report: The complainant reports that on 2025-11-10 at 10:45:51, an incident of assault occurred near Dharwad Suburban PS. Assault of victim over property dispute at Dharwad Suburban. Suspect entered using assault, personal_enmity, house_trespass.","[""EVID-001"", ""EVID-002""]"
INC-00205,2024-01-28,19:32:47,BENGALURU_CITY,Koramangala PS,12.937541764480875,77.61700598395583,CYBER,"[""phishing"", ""upi_fraud"", ""otp_swipe""]",None,,Complainant 35yo Male,0.6121186146356925,INVESTIGATING,LOW,"First Information Report: The complainant reports that on 2024-01-28 at 19:32:47, an incident of cyber occurred near Koramangala PS. Phishing bank scam via SMS links at Koramangala. Suspect entered using phishing, upi_fraud, otp_swipe.","[""EVID-001"", ""EVID-002""]"
INC-00206,2025-05-23,12:20:57,MYSURU,Lashkar PS,12.330040557115593,76.66555945570359,FRAUD,"[""forgery"", ""registry"", ""land_grab""]",None,OFF-003,Complainant 35yo Male,0.6580527320552287,INVESTIGATING,LOW,"First Information Report: The complainant reports that on 2025-05-23 at 12:20:57, an incident of fraud occurred near Lashkar PS. Fake government documents land registry scam at Lashkar. Suspect entered using forgery, registry, land_grab.","[""EVID-001"", ""EVID-002""]"
INC-00207,2024-05-24,03:09:24,BENGALURU_CITY,Cubbon Park PS,12.968764340916838,77.60992714045224,ASSAULT,"[""brawl"", ""public"", ""weapons_altercation""]",None,,Complainant 35yo Male,0.7813511673048311,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2024-05-24 at 03:09:24, an incident of assault occurred near Cubbon Park PS. Street fight near local bus stop at Cubbon Park. Suspect entered using brawl, public, weapons_altercation.","[""EVID-001"", ""EVID-002""]"
INC-00208,2026-04-19,18:12:32,MYSURU,K.R. Puram PS,12.286811537820968,76.62600238504862,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,,Complainant 35yo Male,0.42963602987559857,INVESTIGATING,LOW,"First Information Report: The complainant reports that on 2026-04-19 at 18:12:32, an incident of drugs occurred near K.R. Puram PS. Retail drug trade near local bus stand at K.R. Puram. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00209,2024-08-05,19:06:08,MYSURU,Devaraja PS,12.31502326842646,76.64479263632103,ASSAULT,"[""assault"", ""personal_enmity"", ""house_trespass""]",None,OFF-002,Complainant 35yo Male,0.7016384915635837,PENDING,LOW,"First Information Report: The complainant reports that on 2024-08-05 at 19:06:08, an incident of assault occurred near Devaraja PS. Assault of victim over property dispute at Devaraja. Suspect entered using assault, personal_enmity, house_trespass.","[""EVID-001"", ""EVID-002""]"
INC-00210,2024-09-17,00:57:54,MANGALURU,Mangaluru Town PS,12.876573774909103,74.84449457245606,FRAUD,"[""forgery"", ""registry"", ""land_grab""]",None,,Complainant 35yo Male,0.2615199570823517,PENDING,LOW,"First Information Report: The complainant reports that on 2024-09-17 at 00:57:54, an incident of fraud occurred near Mangaluru Town PS. Fake government documents land registry scam at Mangaluru Town. Suspect entered using forgery, registry, land_grab.","[""EVID-001"", ""EVID-002""]"
INC-00211,2025-09-08,04:51:27,BENGALURU_CITY,Indiranagar PS,12.974001359380239,77.64971849339985,CYBER,"[""phishing"", ""upi_fraud"", ""otp_swipe""]",None,OFF-004,Complainant 35yo Male,0.6762501086146157,PENDING,LOW,"First Information Report: The complainant reports that on 2025-09-08 at 04:51:27, an incident of cyber occurred near Indiranagar PS. Phishing bank scam via SMS links at Indiranagar. Suspect entered using phishing, upi_fraud, otp_swipe.","[""EVID-001"", ""EVID-002""]"
INC-00212,2024-03-09,21:41:06,BENGALURU_CITY,Whitefield PS,12.965478436843132,77.74583645860758,ASSAULT,"[""brawl"", ""public"", ""weapons_altercation""]",None,,Complainant 35yo Male,0.33594104826988214,PENDING,MEDIUM,"First Information Report: The complainant reports that on 2024-03-09 at 21:41:06, an incident of assault occurred near Whitefield PS. Street fight near local bus stop at Whitefield. Suspect entered using brawl, public, weapons_altercation.","[""EVID-001"", ""EVID-002""]"
INC-00213,2024-09-13,11:06:19,BENGALURU_CITY,Indiranagar PS,12.967984997418187,77.62862429823589,DRUGS,"[""drug_peddling"", ""weed"", ""college_area""]",None,,Complainant 35yo Male,0.8812156999141312,PENDING,HIGH,"First Information Report: The complainant reports that on 2024-09-13 at 11:06:19, an incident of drugs occurred near Indiranagar PS. Seizure of commercial cannabis near university campus at Indiranagar. Suspect entered using drug_peddling, weed, college_area.","[""EVID-001"", ""EVID-002""]"
INC-00214,2024-11-12,09:50:52,HUBBALLI_DHARWAD,Vidyanagar PS,15.386807715134855,75.110614940049,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,,Complainant 35yo Male,0.8652678406182581,PENDING,HIGH,"First Information Report: The complainant reports that on 2024-11-12 at 09:50:52, an incident of drugs occurred near Vidyanagar PS. Retail drug trade near local bus stand at Vidyanagar. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00215,2024-10-09,04:01:06,BENGALURU_CITY,Cubbon Park PS,12.966700495024057,77.59944577288518,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,,Complainant 35yo Male,0.5103162503475264,PENDING,MEDIUM,"First Information Report: The complainant reports that on 2024-10-09 at 04:01:06, an incident of drugs occurred near Cubbon Park PS. Retail drug trade near local bus stand at Cubbon Park. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00216,2023-10-29,20:26:25,HUBBALLI_DHARWAD,Hubballi Town PS,15.34610938818025,75.14083549673539,THEFT,"[""shoplifting"", ""daytime"", ""bag_stuffing""]",None,OFF-005,Complainant 35yo Male,0.7366448927607105,INVESTIGATING,LOW,"First Information Report: The complainant reports that on 2023-10-29 at 20:26:25, an incident of theft occurred near Hubballi Town PS. Shoplifting electronics during peak business hours at Hubballi Town. Suspect entered using shoplifting, daytime, bag_stuffing.","[""EVID-001"", ""EVID-002""]"
INC-00217,2024-11-30,03:23:28,BENGALURU_CITY,Whitefield PS,12.98437541083783,77.73962473771297,ASSAULT,"[""assault"", ""personal_enmity"", ""house_trespass""]",None,OFF-002,Complainant 35yo Male,0.2265254728599806,INVESTIGATING,HIGH,"First Information Report: The complainant reports that on 2024-11-30 at 03:23:28, an incident of assault occurred near Whitefield PS. Assault of victim over property dispute at Whitefield. Suspect entered using assault, personal_enmity, house_trespass.","[""EVID-001"", ""EVID-002""]"
INC-00218,2025-06-24,08:46:10,MANGALURU,Pandeshwar PS,12.860906256769422,74.85140220048837,ASSAULT,"[""brawl"", ""drunk"", ""late_night""]",None,,Complainant 35yo Male,0.7233637784717267,INVESTIGATING,MEDIUM,"First Information Report: The complainant reports that on 2025-06-24 at 08:46:10, an incident of assault occurred near Pandeshwar PS. Violence outside commercial bar/restaurant at Pandeshwar. Suspect entered using brawl, drunk, late_night.","[""EVID-001"", ""EVID-002""]"
INC-00219,2026-01-01,01:30:06,BENGALURU_CITY,Koramangala PS,12.93837011655588,77.62337948754157,ASSAULT,"[""brawl"", ""public"", ""weapons_altercation""]",None,,Complainant 35yo Male,0.4780115525783949,RESOLVED,MEDIUM,"First Information Report: The complainant reports that on 2026-01-01 at 01:30:06, an incident of assault occurred near Koramangala PS. Street fight near local bus stop at Koramangala. Suspect entered using brawl, public, weapons_altercation.","[""EVID-001"", ""EVID-002""]"
INC-00220,2025-07-01,13:30:42,MANGALURU,Mangaluru Town PS,12.881391619155268,74.84074646582185,DRUGS,"[""drug_peddling"", ""weed"", ""college_area""]",None,OFF-005,Complainant 35yo Male,0.7467433993877562,PENDING,MEDIUM,"First Information Report: The complainant reports that on 2025-07-01 at 13:30:42, an incident of drugs occurred near Mangaluru Town PS. Seizure of commercial cannabis near university campus at Mangaluru Town. Suspect entered using drug_peddling, weed, college_area.","[""EVID-001"", ""EVID-002""]"
INC-00221,2026-04-15,18:33:27,BENGALURU_CITY,Whitefield PS,12.95594917301427,77.74104690095353,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,,Complainant 35yo Male,0.8266584595522195,RESOLVED,MEDIUM,"First Information Report: The complainant reports that on 2026-04-15 at 18:33:27, an incident of drugs occurred near Whitefield PS. Retail drug trade near local bus stand at Whitefield. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
INC-00222,2023-10-27,22:36:46,BENGALURU_CITY,Cubbon Park PS,12.960454967097919,77.60113159641611,DRUGS,"[""possession"", ""local_peddler"", ""cash_deal""]",None,,Complainant 35yo Male,0.16008399926809888,INVESTIGATING,LOW,"First Information Report: The complainant reports that on 2023-10-27 at 22:36:46, an incident of drugs occurred near Cubbon Park PS. Retail drug trade near local bus stand at Cubbon Park. Suspect entered using possession, local_peddler, cash_deal.","[""EVID-001"", ""EVID-002""]"
